pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,target
23.13,1,5,23,1.554292,1.258641,2.0,1005.0,18.4
20.98,1,6,0,1.312118,1.509419,1.8,1005.0,17.58
20.18,1,6,1,2.331438,1.887961,1.8,1005.0,16.57
21.32,1,6,2,1.43868,1.389317,1.2,1004.8,17.86
18.91,1,6,3,1.867161,0.716736,0.9,1004.5,16.9
19.44,1,6,4,2.696382,1.315113,1.2,1004.1,15.52
18.4,1,6,5,1.854368,0.749213,1.3,1003.9,18.68
17.58,1,6,6,2.516012,1.633917,1.3,1003.9,22.28
16.57,1,6,7,2.007392,2.229434,1.5,1003.8,29.89
17.86,1,6,8,2.298133,1.928363,1.5,1004.1,27.11
16.9,1,6,9,3.276608,2.294306,2.1,1004.2,23.52
15.52,1,6,10,3.152043,2.462646,2.2,1003.8,20.76
18.68,1,6,11,2.427051,1.763356,2.6,1003.6,26.58
22.28,1,6,12,3.708735,1.498426,2.7,1003.6,25.55
29.89,1,6,13,4.667902,1.79184,2.3,1003.3,26.39
27.11,1,6,14,4.455033,2.269952,2.0,1003.2,30.62
23.52,1,6,15,5.563103,2.24764,1.7,1003.3,33.07
20.76,1,6,16,4.727593,1.627841,1.5,1003.5,32.14
26.58,1,6,17,4.908136,0.954045,1.1,1003.6,50.28
25.55,1,6,18,4.698463,1.710101,0.9,1003.6,47.63
26.39,1,6,19,4.938442,0.782172,0.8,1003.9,47.09
30.62,1,6,20,3.804226,1.236068,0.7,1003.9,49.12
33.07,1,6,21,4.602524,1.953656,0.7,1004.0,52.87
32.14,1,6,22,3.682019,1.562925,0.9,1004.2,57.97
50.28,1,6,23,2.648843,1.408415,1.0,1004.0,59.01
47.63,1,0,0,3.708735,1.498426,1.3,1003.8,60.3
47.09,1,0,1,3.845047,1.102549,1.5,1003.6,58.33
49.12,1,0,2,2.85317,0.927051,1.6,1003.5,43.89
52.87,1,0,3,2.761515,1.172193,1.7,1003.4,33.88
57.97,1,0,4,3.428669,2.060152,1.9,1003.4,27.88
59.01,1,0,5,2.819078,1.02606,2.0,1003.6,22.47
60.3,1,0,6,2.897777,0.776457,2.1,1003.9,23.92
58.33,1,0,7,2.740636,1.22021,2.2,1004.0,22.09
43.89,1,0,8,3.804226,1.236068,2.4,1004.0,33.09
33.88,1,0,9,4.0,0.0,2.6,1004.6,36.13
27.88,1,0,10,2.998172,-0.104698,2.9,1004.7,28.92
22.47,1,0,11,2.92311,0.674853,3.1,1004.4,17.88
23.92,1,0,12,2.85317,0.927051,3.5,1003.9,27.35
22.09,1,0,13,3.881183,0.967688,3.6,1004.1,30.51
33.09,1,0,14,2.819078,1.02606,3.6,1004.0,13.83
36.13,1,0,15,2.761515,1.172193,3.5,1003.9,5.79
28.92,1,0,16,2.897777,0.776457,3.6,1004.0,4.81
17.88,1,0,17,4.806308,1.378187,3.4,1004.1,28.1
27.35,1,0,18,2.648843,1.408415,3.4,1004.1,29.62
30.51,1,0,19,2.910887,0.725766,3.4,1004.2,31.35
13.83,1,0,20,4.829629,1.294095,3.2,1004.4,26.98
5.79,1,0,21,2.544144,1.589758,3.4,1003.8,23.39
4.81,1,0,22,2.045995,2.194061,3.6,1003.4,24.64
28.1,1,0,23,1.720729,2.457456,3.7,1003.2,25.16
29.62,1,1,0,1.22021,2.740636,3.6,1002.6,25.08
31.35,1,1,1,1.433472,3.734322,3.6,1002.4,24.1
26.98,1,1,2,1.562925,3.682019,3.7,1002.0,19.58
23.39,1,1,3,1.627841,4.727593,3.8,1001.3,17.77
24.64,1,1,4,2.630227,5.392764,4.0,1000.6,17.77
25.16,1,1,5,2.424048,4.373099,4.1,1000.4,18.08
25.08,1,1,6,2.033683,4.567727,4.2,1000.0,17.44
24.1,1,1,7,2.795965,4.145188,4.2,999.6,19.42
19.58,1,1,8,4.09199,4.388122,3.8,999.2,21.58
17.77,1,1,9,5.119476,4.773989,3.2,998.8,22.99
17.77,1,1,10,3.267834,5.032023,2.2,998.3,25.27
18.08,1,1,11,2.033683,4.567727,1.9,997.4,26.45
17.44,1,1,12,1.877886,3.53179,2.8,996.7,29.2
19.42,1,1,13,1.928363,2.298133,3.6,996.4,27.78
21.58,1,1,14,3.392192,2.119677,4.2,996.5,21.46
22.99,1,1,15,5.999086,-0.104714,4.5,996.6,17.5
25.27,1,1,16,7.727407,-2.070552,3.8,997.0,18.21
26.45,1,1,17,5.706339,-1.854102,3.0,997.2,17.62
29.2,1,1,18,6.0,0.0,2.5,997.5,17.89
27.78,1,1,19,4.999238,0.087262,1.9,997.8,19.75
21.46,1,1,20,4.999238,0.087262,1.7,998.0,20.64
17.5,1,1,21,6.0,0.0,1.7,998.1,27.28
18.21,1,1,22,5.0,0.0,0.9,998.2,29.36
17.62,1,1,23,4.999238,-0.087262,1.2,998.1,34.05
17.89,1,2,0,4.98782,-0.348782,0.9,998.2,31.3
19.75,1,2,1,3.978088,-0.418114,1.0,998.3,26.54
20.64,1,2,2,3.863703,-1.035276,1.1,998.6,14.54
27.28,1,2,3,1.462707,-1.363997,0.9,998.6,15.56
29.36,1,2,4,0.529919,-0.848048,1.1,998.8,12.69
34.05,1,2,5,0.551275,-1.922523,1.3,999.0,10.84
31.3,1,2,6,0.781462,-1.84101,1.3,999.3,13.46
26.54,1,2,7,0.749213,-1.854368,1.3,999.6,10.85
14.54,1,2,8,0.483844,-1.940591,1.5,1000.1,11.54
15.56,1,2,9,0.716736,-1.867161,1.7,1000.2,10.28
12.69,1,2,10,0.749213,-1.854368,2.0,1000.1,10.31
10.84,1,2,11,1.285575,-1.532089,2.1,999.9,12.31
13.46,1,2,12,1.84101,-0.781462,2.3,999.5,11.05
10.85,1,2,13,1.414214,-1.414214,2.3,999.4,12.48
11.54,1,2,14,1.963254,-0.381618,2.3,999.1,18.9
10.28,1,2,15,3.782074,-1.302273,2.3,999.1,17.21
10.31,1,2,16,2.995889,-0.157008,2.3,998.6,16.63
12.31,1,2,17,1.963254,0.381618,0.7,998.4,9.9
11.05,1,2,18,2.800741,1.075104,1.8,998.0,10.58
12.48,1,2,19,3.863703,1.035276,2.0,997.8,11.95
18.9,1,2,20,3.950753,0.625738,2.0,997.0,12.57
17.21,1,2,21,3.978088,0.418114,2.0,996.5,12.77
16.63,1,2,22,1.91261,0.584743,2.0,995.9,12.79
9.9,1,2,23,0.573576,-0.819152,2.4,995.6,13.2
10.58,1,3,0,0.517638,-1.931852,2.3,995.6,14.21
11.95,1,3,1,0.104672,-1.997259,1.7,995.6,15.58
12.57,1,3,2,0.520945,-2.954423,1.2,995.6,11.77
12.77,1,3,3,0.347296,-1.969616,1.2,995.4,9.91
12.79,1,3,4,0.243739,-1.985092,1.3,995.4,10.25
13.2,1,3,5,-0.104528,-0.994522,1.3,995.4,12.26
14.21,1,3,6,-1.258641,-1.554292,1.2,995.7,11.71
15.58,1,3,7,-1.089278,-1.677341,1.0,996.3,12.29
11.77,1,3,8,-0.838671,-0.544639,0.9,996.7,12.62
9.91,1,3,9,-1.732051,-1.0,1.0,996.8,13.13
10.25,1,3,10,-2.781552,-1.12382,1.2,996.6,13.01
12.26,1,3,11,-2.934443,-0.623735,1.4,996.6,11.2
11.71,1,3,12,-3.978088,-0.418114,1.3,996.5,12.93
12.29,1,3,13,-2.868914,-0.877115,1.3,996.5,12.93
12.62,1,3,14,-0.71934,-0.694658,1.1,996.9,10.33
13.13,1,3,15,-0.642788,-0.766044,1.2,997.4,10.72
13.01,1,3,16,-2.781552,-1.12382,0.8,997.7,17.02
11.2,1,3,17,-0.743145,-0.669131,0.6,997.8,20.88
12.93,1,3,18,-1.48629,-1.338261,0.5,998.0,19.4
12.93,1,3,19,-1.714335,-1.030076,0.4,998.2,17.98
10.33,1,3,20,-1.638304,-1.147153,0.3,998.4,17.09
10.72,1,3,21,-1.576022,-1.231323,0.4,998.7,17.46
17.02,1,3,22,-1.509419,-1.312118,0.5,998.9,17.15
20.88,1,3,23,-0.969619,-1.749239,0.5,998.7,14.24
19.4,1,4,0,-1.509419,-1.312118,0.6,998.8,10.88
17.98,1,4,1,-1.677341,-1.089278,0.6,998.7,8.21
17.09,1,4,2,-2.781552,-1.12382,0.7,998.8,8.01
17.46,1,4,3,-2.819078,-1.02606,0.6,998.8,7.85
17.15,1,4,4,-1.812616,-0.845237,0.6,999.0,6.54
14.24,1,4,5,-1.749239,-0.969619,0.6,999.1,7.42
10.88,1,4,6,-1.658075,-1.118386,0.4,999.4,8.56
8.21,1,4,7,-1.118386,-1.658075,0.3,999.8,10.35
8.01,1,4,8,-1.059839,-1.696096,0.3,1000.2,10.36
7.85,1,4,9,-1.48629,-1.338261,0.6,1000.4,11.01
6.54,1,4,10,-1.389317,-1.43868,1.0,1000.1,7.44
7.42,1,4,11,-1.677341,-1.089278,1.4,999.9,8.18
8.56,1,4,12,-1.963254,-0.381618,1.6,999.9,8.28
10.35,1,4,13,-1.677341,-1.089278,1.6,1000.0,9.03
10.36,1,4,14,-0.374607,-0.927184,1.3,1000.2,10.45
11.01,1,4,15,0.0,0.0,1.0,1000.2,10.09
7.44,1,4,16,-0.656059,-0.75471,0.7,1000.5,13.08
8.18,1,4,17,-0.829038,-0.559193,0.5,1000.8,3.91
8.28,1,4,18,-1.618034,-1.175571,0.4,1000.9,3.73
9.03,1,4,19,-1.765895,-0.938943,0.2,1001.1,3.03
10.45,1,4,20,-1.84101,-0.781462,0.0,1001.3,3.69
10.09,1,4,21,-0.71934,-0.694658,-0.1,1001.5,4.23
13.08,1,4,22,-1.867161,-0.716736,-0.2,1001.8,7.2
3.91,1,4,23,-1.997259,-0.104672,-0.4,1002.0,12.58
3.73,1,5,0,-1.94874,-0.449902,-0.5,1002.0,13.41
3.03,1,5,1,-0.838671,-0.544639,-0.6,1002.2,12.38
3.69,1,5,2,-1.992389,-0.174311,-0.8,1002.1,11.61
4.23,1,5,3,-1.867161,-0.716736,-0.8,1002.0,11.43
7.2,1,5,4,-1.989044,-0.209057,-0.7,1002.0,9.7
12.58,1,5,5,-2.897777,-0.776457,-0.6,1002.3,8.7
13.41,1,5,6,-2.836556,-0.976704,-0.5,1002.7,6.32
12.38,1,5,7,-1.797588,-0.876742,-0.4,1003.1,6.71
11.61,1,5,8,-2.819078,-1.02606,-0.3,1003.5,7.34
11.43,1,5,9,-2.85317,-0.927051,-0.1,1003.8,8.01
9.7,1,5,10,-3.970185,-0.487477,-0.1,1003.7,7.1
8.7,1,5,11,-3.978088,-0.418114,0.2,1003.6,8.54
6.32,1,5,12,-3.939231,-0.694593,0.3,1003.6,8.13
6.71,1,5,13,-3.939231,-0.694593,0.4,1003.8,7.82
7.34,1,5,14,-3.91259,-0.831647,0.3,1004.1,7.69
8.01,1,5,15,-4.98782,-0.348782,0.4,1004.4,7.66
7.1,1,5,16,-5.941608,-0.835039,0.3,1004.9,6.42
8.54,1,5,17,-5.977168,-0.522934,0.0,1005.4,23.78
8.13,1,5,18,-4.908136,-0.954045,-0.2,1005.9,22.31
7.82,1,5,19,-4.87185,-1.124755,-0.3,1006.1,22.43
7.69,1,5,20,-3.970185,-0.487477,-0.5,1006.2,22.21
7.66,1,5,21,-3.961072,-0.556692,-0.6,1006.5,23.29
6.42,1,5,22,-3.950753,-0.625738,-0.6,1006.7,23.15
23.78,1,5,23,-3.970185,-0.487477,-0.5,1006.9,23.34
22.31,1,6,0,-3.990256,-0.279026,-0.5,1007.1,18.63
22.43,1,6,1,-3.984779,-0.348623,-0.4,1007.6,20.9
22.21,1,6,2,-3.990256,-0.279026,-0.3,1007.9,27.03
23.29,1,6,3,-3.999391,0.06981,-0.3,1008.1,29.65
23.15,1,6,4,-2.998172,-0.104698,-0.2,1008.1,22.67
23.34,1,6,5,-3.0,-0.0,-0.1,1008.3,17.33
18.63,1,6,6,-2.977638,-0.365608,-0.1,1008.6,18.12
20.9,1,6,7,-2.998172,0.104698,0.0,1009.1,17.19
27.03,1,6,8,-2.998172,-0.104698,0.1,1009.6,13.27
29.65,1,6,9,-2.998172,0.104698,0.2,1010.0,14.61
22.67,1,6,10,-1.956295,-0.415823,0.3,1010.1,18.14
17.33,1,6,11,-2.897777,-0.776457,0.2,1010.1,16.8
18.12,1,6,12,-2.897777,-0.776457,0.1,1010.0,16.62
17.19,1,6,13,-2.954423,-0.520945,0.1,1010.0,18.52
13.27,1,6,14,-2.970804,-0.417519,0.1,1010.1,18.28
14.61,1,6,15,-2.963065,-0.469303,0.3,1010.3,17.17
18.14,1,6,16,-2.934443,-0.623735,0.3,1010.5,17.22
16.62,1,6,18,-1.91261,-0.584743,0.1,1010.5,29.9
18.52,1,6,19,-0.544639,-0.838671,0.0,1010.5,30.02
18.28,1,6,20,-0.743145,-0.669131,-0.1,1010.4,30.05
17.17,1,6,21,-0.544639,-0.838671,-0.1,1010.3,29.12
17.22,1,6,22,-0.71934,-0.694658,0.0,1010.1,28.89
29.9,1,0,0,0.483844,-1.940591,-0.1,1009.4,28.24
30.02,1,0,1,0.381618,-1.963254,-0.2,1009.6,26.75
30.05,1,0,2,-0.669131,-0.743145,-0.3,1009.6,25.01
29.12,1,0,3,-0.121869,-0.992546,-0.4,1009.3,22.64
28.89,1,0,4,0.347296,-1.969616,-0.5,1008.9,21.96
28.81,1,0,5,-0.104528,-0.994522,-0.5,1008.5,20.85
28.24,1,0,6,0.139173,-0.990268,-0.9,1008.3,17.97
26.75,1,0,7,0.584743,-1.91261,-1.5,1008.6,16.86
25.01,1,0,8,0.415823,-1.956295,-0.8,1008.8,17.52
22.64,1,0,9,0.312869,-1.975377,0.2,1008.7,19.5
21.96,1,0,10,-0.313585,-2.983566,1.4,1008.5,21.63
20.85,1,0,11,-1.12382,-2.781552,1.9,1008.1,25.13
17.97,1,0,12,-1.22021,-2.740636,1.9,1007.5,26.94
16.86,1,0,13,-0.243739,-1.985092,1.7,1007.1,26.26
17.52,1,0,14,-0.618034,-1.902113,0.7,1006.9,28.94
19.5,1,0,15,0.243739,-1.985092,-0.2,1006.8,28.3
21.63,1,0,16,0.312869,-1.975377,-0.7,1006.5,28.02
25.13,1,0,17,0.415823,-1.956295,-0.9,1006.2,7.74
26.94,1,0,18,0.381618,-1.963254,-1.3,1005.9,10.44
26.26,1,0,19,0.725766,-2.910887,-1.4,1005.6,10.08
28.94,1,0,20,0.572427,-2.944882,-1.3,1005.0,10.89
28.3,1,0,21,0.417519,-2.970804,-1.6,1004.6,11.46
28.02,1,0,22,1.12382,-2.781552,-2.2,1004.2,10.25
7.74,1,0,23,1.02606,-2.819078,-2.7,1003.5,10.16
10.44,1,1,0,1.172193,-2.761515,-3.0,1002.4,12.46
10.08,1,1,1,1.408415,-2.648843,-3.3,1002.1,15.85
10.89,1,1,2,1.454429,-2.623859,-3.6,1001.0,16.56
11.46,1,1,3,1.720729,-2.457456,-3.5,999.8,16.45
10.25,1,1,4,2.0,-3.464102,-3.7,998.6,15.74
10.16,1,1,5,1.498426,-3.708735,-3.3,997.7,14.77
12.46,1,1,6,0.826912,-2.883785,-3.3,997.3,14.76
15.85,1,1,7,1.12382,-2.781552,-3.1,996.5,12.75
16.56,1,1,8,1.690473,-3.625231,-2.5,995.8,12.06
16.45,1,1,9,0.694593,-3.939231,-1.5,995.4,14.46
15.74,1,1,10,0.694593,-3.939231,-0.2,994.5,15.11
14.77,1,1,11,0.831647,-3.91259,0.1,993.7,16.09
14.76,1,1,12,0.776457,-2.897777,0.2,992.8,17.23
12.75,1,1,13,0.763236,-3.926509,0.5,992.1,18.42
12.06,1,1,14,0.877115,-2.868914,0.5,991.5,18.09
14.46,1,1,15,0.776457,-2.897777,0.6,990.9,18.47
15.11,1,1,16,0.572427,-2.944882,0.7,990.2,13.85
16.09,1,1,17,0.104698,-2.998172,0.4,989.7,31.69
17.23,1,1,18,0.278346,-1.980536,-0.4,989.4,32.26
18.42,1,1,19,0.776457,-2.897777,-0.4,989.3,32.53
18.09,1,1,20,-0.209057,-1.989044,-0.2,989.2,30.31
18.47,1,1,21,0.674853,-2.92311,-0.2,988.9,24.83
13.85,1,1,22,0.139513,-1.995128,-0.2,988.7,14.96
31.69,1,1,23,0.069799,-1.998782,-0.4,988.4,11.88
32.26,1,2,0,-0.104672,-1.997259,-0.5,988.2,11.66
32.53,1,2,1,-1.231323,-1.576022,-0.3,988.3,13.52
30.31,1,2,2,-2.800741,-1.075104,0.1,988.5,14.56
24.83,1,2,3,-4.98782,-0.348782,0.2,988.8,16.83
14.96,1,2,4,-6.990407,0.366352,-0.3,989.3,20.85
11.88,1,2,5,-6.931876,0.974212,-0.8,990.0,18.98
11.66,1,2,6,-3.984779,-0.348623,-1.3,991.0,17.14
13.52,1,2,7,-3.950753,0.625738,-1.4,991.5,19.37
14.56,1,2,8,-2.977638,-0.365608,-1.3,992.1,21.45
16.83,1,2,9,-2.910887,-0.725766,-1.0,992.5,24.88
20.85,1,2,10,-4.999238,0.087262,-0.3,992.6,26.73
18.98,1,2,11,-4.938442,0.782172,-0.3,992.8,25.95
17.14,1,2,12,-3.961072,-0.556692,0.0,992.5,27.27
19.37,1,2,13,-2.92311,-0.674853,-0.1,992.5,26.77
21.45,1,2,14,-3.950753,-0.625738,0.1,992.6,26.76
24.88,1,2,15,-3.91259,-0.831647,0.1,992.6,29.08
26.73,1,2,16,-2.910887,-0.725766,0.0,992.6,36.54
25.95,1,2,17,-2.977638,-0.365608,0.0,992.4,38.03
27.27,1,2,18,-2.910887,-0.725766,0.1,992.3,33.97
26.77,1,2,19,-1.797588,-0.876742,0.1,992.2,31.93
26.76,1,2,20,-0.819152,-0.573576,0.0,991.9,32.26
29.08,1,2,21,-0.707107,-0.707107,-0.2,991.6,32.87
36.54,1,2,22,-0.34202,-0.939693,-0.4,991.2,35.76
38.03,1,2,23,1.975377,-0.312869,-1.4,990.9,33.26
33.97,1,3,0,0.891007,-0.45399,-1.3,990.5,29.64
31.93,1,3,1,0.829038,-0.559193,-1.2,990.6,28.85
32.26,1,3,2,0.731354,-0.681998,-1.1,990.7,30.58
32.87,1,3,3,0.0,0.0,-1.3,990.9,27.59
35.76,1,3,4,-0.898794,0.438371,-1.2,991.2,25.22
33.26,1,3,5,0.651136,1.891037,-0.7,991.4,26.03
29.64,1,3,6,0.469303,2.963065,-0.3,992.0,32.78
28.85,1,3,7,-0.483844,1.940591,-1.9,992.6,21.09
30.58,1,3,8,-1.545114,2.571502,-1.3,993.3,31.25
27.59,1,3,9,-0.695866,4.95134,-1.2,994.4,21.24
25.22,1,3,10,-2.347358,4.414738,-0.9,994.9,17.98
26.03,1,3,11,-3.009075,3.993178,-0.6,995.1,17.52
32.78,1,3,12,0.209344,3.994518,-0.8,995.7,15.47
21.09,1,3,13,-0.954045,4.908136,-1.5,996.4,15.07
31.25,1,3,14,-0.174497,4.996954,-2.0,997.3,13.64
21.24,1,3,15,-1.294095,4.829629,-2.1,997.9,15.56
17.98,1,3,16,-1.663294,7.825181,-2.7,998.6,16.71
17.52,1,3,17,-3.5,6.062178,-2.9,999.1,15.69
15.47,1,3,18,-3.775922,4.662876,-3.8,999.7,11.93
15.07,1,3,19,-4.949747,4.949747,-4.0,1000.0,13.56
13.64,1,3,20,-3.473292,3.596699,-4.1,1000.5,13.49
15.56,1,3,21,-3.535534,3.535534,-4.2,1000.6,14.18
16.71,1,3,22,-2.113091,4.531539,-4.1,1001.0,13.08
15.69,1,3,23,-1.349706,5.84622,-4.4,1001.3,13.79
11.93,1,4,0,-0.938607,5.92613,-5.3,1002.0,15.18
13.56,1,4,1,0.763236,3.926509,-6.9,1002.7,16.46
13.49,1,4,2,-0.417519,2.970804,-8.1,1003.0,17.33
14.18,1,4,3,-3.152043,2.462646,-7.9,1003.5,20.52
13.08,1,4,4,-2.954423,-0.520945,-8.0,1003.5,26.21
13.79,1,4,5,-2.983566,0.313585,-8.0,1003.7,30.51
15.18,1,4,6,-2.999543,0.052357,-7.8,1003.7,27.95
16.46,1,4,7,-3.961072,0.556692,-7.6,1004.4,24.95
17.33,1,4,8,-2.977638,-0.365608,-7.1,1004.4,27.92
20.52,1,4,9,-3.939231,-0.694593,-6.3,1004.5,32.02
26.21,1,4,10,-4.806308,-1.378187,-5.7,1004.3,23.93
30.51,1,4,11,-4.908136,-0.954045,-4.7,1003.6,19.24
27.95,1,4,12,-4.890738,-1.039558,-4.5,1003.2,15.33
24.95,1,4,13,-5.955277,-0.731216,-4.6,1002.8,12.13
27.92,1,4,14,-3.990256,0.279026,-4.6,1002.7,14.65
32.02,1,4,15,-4.30963,5.516075,-4.3,1003.1,18.74
23.93,1,4,16,-2.052121,5.638156,-5.0,1003.8,25.77
19.24,1,4,17,-1.953656,4.602524,-6.5,1004.5,30.58
15.33,1,4,18,0.26168,4.993148,-6.9,1005.1,29.76
12.13,1,4,19,-1.408415,2.648843,-9.7,1005.7,28.48
14.65,1,4,20,-1.846984,2.364032,-9.7,1006.0,37.03
18.74,1,4,21,-2.988584,0.261467,-9.9,1006.2,30.76
25.77,1,4,22,-2.998172,-0.104698,-10.7,1006.3,26.26
30.58,1,4,23,-3.564026,1.815962,-10.4,1006.4,29.32
29.76,1,5,0,-1.891037,0.651136,-11.4,1005.9,29.65
28.48,1,5,1,-1.995128,0.139513,-11.1,1005.9,22.58
37.03,1,5,2,-0.891007,0.45399,-11.8,1005.6,23.3
30.76,1,5,3,-1.765895,0.938943,-9.3,1005.4,28.0
26.26,1,5,4,-1.597271,1.20363,-9.3,1005.2,28.35
29.32,1,5,5,-1.02606,2.819078,-9.5,1005.3,27.81
29.65,1,5,6,-1.545114,2.571502,-9.9,1005.2,28.03
22.58,1,5,7,-0.999848,0.017452,-9.2,1004.9,18.89
23.3,1,5,8,-1.797588,-0.876742,-8.2,1004.3,20.52
28.0,1,5,9,-1.985092,-0.243739,-6.5,1003.8,16.94
28.35,1,5,10,-1.414214,-1.414214,-5.4,1002.9,19.15
27.81,1,5,11,-1.175571,-1.618034,-4.6,1001.6,19.46
28.03,1,5,12,-3.804226,-1.236068,-3.3,1000.1,21.45
18.89,1,5,13,-6.847033,-1.455382,-2.6,998.7,20.17
20.52,1,5,14,-7.794961,-1.799608,-3.8,997.9,22.81
16.94,1,5,15,-7.825181,-1.663294,-4.2,997.7,26.88
19.15,1,5,16,-6.947823,-0.853085,-4.1,997.5,28.17
19.46,1,5,17,-5.955277,-0.731216,-3.7,997.3,32.59
21.45,1,5,18,-3.506969,7.190352,-5.4,997.9,29.34
20.17,1,5,19,0.104714,5.999086,-6.9,998.7,25.84
22.81,1,5,20,-3.179516,5.088289,-8.4,999.4,24.36
26.88,1,5,21,-1.24747,5.868886,-9.2,1000.1,25.38
28.17,1,5,22,-2.816829,5.297686,-9.9,1000.7,24.93
32.59,1,5,23,-2.344387,5.523029,-10.5,1001.2,25.24
29.34,1,6,0,0.831647,3.91259,-11.2,1001.7,26.76
25.84,1,6,1,1.451531,5.821774,-11.8,1002.5,28.82
24.36,1,6,2,-0.06981,3.999391,-12.5,1003.0,29.06
25.38,1,6,3,1.102549,3.845047,-13.0,1003.5,29.78
24.93,1,6,4,0.06981,3.999391,-13.2,1003.9,34.46
25.24,1,6,5,0.06981,3.999391,-13.5,1004.4,34.32
26.76,1,6,6,0.174311,1.992389,-13.4,1004.9,34.57
28.82,1,6,7,0.483844,1.940591,-13.0,1005.7,41.58
29.06,1,6,8,2.331438,1.887961,-12.9,1006.2,45.13
29.78,1,6,9,0.48481,0.87462,-12.4,1006.7,46.85
34.46,1,6,10,-2.0,3.464102,-13.0,1007.6,47.14
34.32,1,6,11,-1.361971,2.67302,-13.3,1007.9,47.28
34.57,1,6,12,-1.462707,1.363997,-12.5,1007.9,47.13
41.58,1,6,13,-2.598076,1.5,-12.3,1008.1,47.18
45.13,1,6,14,-2.331438,1.887961,-12.4,1008.6,45.85
46.85,1,6,15,-2.648843,1.408415,-12.8,1008.8,63.83
47.14,1,6,16,-2.12132,2.12132,-13.6,1008.9,52.98
47.28,1,6,17,-1.532089,1.285575,-15.0,1009.4,56.14
47.13,1,6,18,-1.998782,-0.069799,-14.6,1009.5,69.55
47.18,1,6,19,-2.998172,-0.104698,-15.3,1009.8,84.72
45.85,1,6,20,-1.922523,-0.551275,-15.2,1010.1,101.42
63.83,1,6,21,-1.980536,0.278346,-15.9,1010.0,120.92
52.98,1,6,22,-1.999695,0.034905,-16.1,1010.2,122.34
56.14,1,6,23,-1.963254,-0.381618,-16.8,1010.2,127.21
69.55,1,0,0,-0.913545,-0.406737,-17.0,1010.2,132.77
84.72,1,0,1,-1.956295,-0.415823,-17.7,1010.2,131.14
